machine_id,temperature,vibration,pressure,rotational_speed,failure,temperature_rolling_mean,temperature_rolling_std,vibration_rolling_mean,vibration_rolling_std,pressure_rolling_mean,pressure_rolling_std,high_vibration
26,73.35,0.5297,133.4,1230.26,0,75.676,12.212103831854682,0.2618199999999999,0.18301231379336197,109.63200000000002,16.513084811748545,0
63,68.83,1.7613,101.12,1602.7,0,79.36800000000001,19.529392463668714,0.8282,0.5793281798773475,80.054,21.73057937561715,1
66,86.07,0.4339,109.5,1243.99,0,89.19399999999999,14.230570262642322,0.31786,0.19297422884934604,113.72999999999999,15.301673111133983,0
25,71.62,0.8607,103.9,1150.7,0,75.696,11.399396036632826,0.66174,0.2534913469923586,86.046,20.819975504308335,1
3,57.17,0.8386,109.62,1158.08,0,60.022000000000006,15.050724899485747,0.46820000000000006,0.3579813472794357,98.248,16.108450266863084,1
72,96.65,0.2057,108.44,1619.1,0,72.774,18.764270036428233,0.53596,0.4595602495864933,93.16,36.872227353388894,0
44,46.95,1.6624,134.35,1103.45,0,55.936,6.405207256600024,0.7008800000000001,0.8541403614160848,101.106,22.560774144519073,1
97,97.77,0.0111,105.84,1663.78,0,67.038,23.56971934495615,0.33243999999999996,0.3189357662602301,107.23600000000002,10.950136072213851,0
42,82.6,0.732,80.92,2033.17,0,76.276,9.335728680719036,0.92958,0.3468471233843518,100.356,23.48788687813359,1
99,60.46,1.6842,111.92,2001.31,0,71.954,10.6642922878174,0.5991799999999999,0.6452516385101245,84.08399999999999,20.951647429259623,1
6,75.36,0.2069,114.62,1021.06,0,64.718,17.756055868350952,0.55522,0.5544015755749617,103.63200000000002,18.25036903736472,0
39,68.57,0.5222,83.56,1095.84,0,69.312,14.359156312262913,0.51318,0.08701817051627733,77.312,18.5972395801097,0
52,87.12,0.413,82.74,1644.37,0,89.23,15.141322597448388,0.25092,0.16342523366971357,109.172,20.18564762399268,0
23,86.82,0.7167,119.02,1179.52,0,77.226,6.2326583413500005,0.52194,0.3166262196976112,97.21600000000001,24.835102778124348,1
89,81.92,1.0056,89.34,1685.63,0,83.506,16.379050033503145,0.4861599999999999,0.32402413953284503,95.71000000000001,22.901704085067568,1
50,86.2,0.462,91.73,986.91,0,75.02000000000001,12.527659398307373,0.25274,0.1601426801324365,103.98600000000002,14.873031970650757,0
43,73.28,0.8462,90.77,1478.54,0,74.268,11.823885571164816,0.25658000000000003,0.33774008793745514,105.27799999999999,9.918274547520836,1
19,101.43,0.1872,104.9,1783.23,0,78.19,14.37963664353171,0.59528,0.5337047891859316,101.346,18.227374468090588,0
69,93.35,0.1298,122.06,1034.4,0,70.99600000000001,16.76717567153156,0.51418,0.4531264139288283,112.796,12.660328984666986,0
51,67.84,0.2816,113.37,1464.93,0,72.69000000000001,7.576486652796285,0.33796,0.23120815945809503,113.52000000000001,16.9879486695716,0
11,87.16,0.5662,90.75,1460.89,0,83.976,18.14462399720644,0.5289200000000001,0.41977512670476325,95.31400000000001,29.441325207945386,0
12,85.85,0.1037,126.76,1681.93,1,84.48799999999999,6.616711418824218,0.37993999999999994,0.5405672788839523,99.908,22.63843126190505,0
74,71.1,0.5703,117.39,1299.35,0,74.438,20.235282800099448,0.73312,1.0190628179852312,97.672,13.702387383226318,0
8,69.93,0.2505,119.85,1071.59,1,72.53,22.609022535262337,0.3723799999999999,0.24915081175866202,101.25,16.45135252798386,0
24,93.22,0.7938,119.2,742.72,0,77.476,12.040171510406303,0.5858400000000001,0.40875720544107835,101.41,20.345769830606073,1
92,74.78,0.0188,89.71,1897.56,0,71.79400000000001,5.2966149567436265,0.5243599999999999,0.4919703883365339,111.274,19.145780997389476,0
41,78.9,0.5513,81.6,1750.46,0,66.26599999999999,14.025009090906162,0.6144,0.24138252836524884,95.888,24.63032419599873,0
36,96.02,0.5247,93.23,1492.68,0,76.35999999999999,12.247989630955749,0.6258,0.2754700074418267,93.412,9.976488360139564,0
85,113.0,1.4146,119.81,1484.66,0,85.242,16.054833228657365,0.8739799999999999,0.5003775594488628,93.148,21.57083957568642,1
72,67.1,0.6248,76.4,1627.56,0,69.596,17.928472606443577,0.57924,0.45470806348689263,95.76599999999999,34.632867048513326,0
55,71.69,0.7956,73.7,1789.76,0,69.374,11.706969291836355,0.69416,0.5549776463966815,95.49199999999999,19.534681210605925,1
9,76.11,1.1748,63.72,894.85,0,73.474,10.823291089128109,1.23722,1.0543786663243904,96.648,26.406633068227382,1
47,76.45,0.562,74.88,966.03,0,72.608,7.5731182481194494,0.8088599999999999,0.5250721455190704,102.294,25.411540291765107,0
15,80.65,0.1714,84.22,922.24,0,78.974,17.102154250269184,0.6679200000000001,0.7340856877776599,85.69000000000001,12.253903459714392,0
48,67.65,1.0192,102.49,1396.21,0,66.016,10.862970588195452,0.51324,0.4995024354294982,116.08999999999999,27.82946370306115,1
82,56.01,0.6883,76.97,1554.58,0,67.048,13.16155461942093,1.04996,0.2176861226628829,111.39000000000001,32.89271727905738,1
42,101.31,0.2762,113.24,1803.76,0,82.19800000000001,13.955592785689896,0.8922399999999999,0.41332660572481883,106.154,22.05240077633274,0
60,84.18,0.6199,100.9,626.75,0,87.516,13.997541927067081,0.48668000000000006,0.45220666403758364,112.73600000000002,23.29971952620886,0
84,68.72,1.0113,59.14,1098.67,0,64.09200000000001,5.338854746104307,0.7440200000000001,0.4866932781537055,82.492,16.182430905151463,1
70,81.56,1.8577,99.63,1539.2,0,74.01,10.823783996366505,0.7687199999999998,0.723203084893863,106.69800000000001,26.10405083507153,1
12,102.49,1.522,102.83,1576.38,0,89.72,8.599031922257204,0.64482,0.7226856211382655,103.90800000000002,20.53578754272647,1
2,63.18,0.1968,138.33,1440.1,0,64.324,12.73190794814343,0.2335200000000001,0.12058120500310313,115.51399999999998,14.010982478041921,0
7,78.17,0.2738,104.84,1162.45,0,70.702,22.359451469121513,0.43498000000000003,0.32693592185625586,97.63000000000001,13.171839279310975,0
80,54.15,0.058,64.61,1290.1,0,70.92600000000002,20.63147910354466,0.6889,0.39585099469371043,84.89200000000001,20.003222740348587,0
3,73.22,0.1422,104.59,1458.9,0,66.15,12.127439960684221,0.47408,0.35085486600587423,104.7,7.040337349871916,0
3,84.25,1.0703,103.49,984.97,0,69.476,14.649547091975258,0.64494,0.3985297517124663,106.50399999999999,4.438595498578527,1
27,58.28,0.2238,112.1,1244.03,0,79.714,18.04293850790387,0.32482,0.2435580567339132,100.994,13.413207297287274,0
40,72.19,0.4845,152.74,1085.74,0,80.35799999999999,14.979832108538488,0.32016,0.17741050701691846,115.96999999999998,26.258119696581453,0
33,87.0,0.5483,89.27,1650.6,0,83.548,18.373790300316372,0.27149999999999996,0.22839678193879934,103.77799999999999,13.25629548554196,0
92,83.84,0.7612,86.95,1225.69,0,75.986,4.743388029668309,0.48744,0.45820452092924613,106.47999999999999,22.038960955544173,1
1,57.64,0.1009,109.38,1107.82,0,72.662,17.437414372549604,0.30784000000000006,0.14701461832076315,107.06000000000002,9.46238606272222,0
8,80.61,0.1818,136.51,1344.76,0,75.32000000000001,22.56424494637479,0.24703999999999987,0.06299605543206827,109.574,22.016818117066816,0
32,83.38,0.2974,113.42,1725.81,0,77.452,18.204454674611917,0.4945399999999999,0.188640366835945,103.58599999999998,14.214861237451494,0
48,76.62,0.2269,93.15,1493.1,0,67.976,11.880729354715532,0.49584,0.5095956956254635,107.124,26.187028850176926,0
4,91.34,2.0345,119.7,1830.65,0,83.508,16.107407302232122,0.97972,0.9037245968767255,100.474,20.23846659211119,1
94,66.16,0.9007,135.88,1784.66,0,70.66199999999999,12.28212807293591,0.60574,0.4928742009884471,110.65799999999999,19.41214233411658,1
70,81.19,0.3267,84.62,1275.03,0,76.668,10.577247751660147,0.8317399999999999,0.6508425677535237,95.994,20.320227114872505,0
19,57.52,1.0571,79.99,1540.39,0,76.404,16.587405764615518,0.64908,0.5703045607392594,97.75,20.66986937549439,1
32,50.99,0.2136,101.12,1829.32,0,71.764,21.564826222346415,0.40931999999999996,0.20241317150818014,103.372,14.249144535725682,0
9,86.72,0.7705,106.02,1355.16,0,75.904,12.382500959014695,1.36208,0.9214676212434163,90.708,17.132106408728628,1
12,75.31,0.1266,127.68,1572.05,0,85.99,10.196560694665566,0.40388,0.631691140510931,111.426,21.08579806409991,0
11,68.05,0.7399,90.62,1229.44,0,80.196,19.301944979716417,0.61788,0.40469617863281093,84.532,11.019617506973667,1
46,59.02,0.3048,108.04,1432.35,0,71.898,20.59795548106656,0.46693999999999997,0.28146051765745084,105.76199999999999,22.790906519925862,0
16,87.41,0.0569,131.14,1422.58,0,87.636,18.76355723203892,0.14257999999999998,0.10519979562717943,89.628,23.507109988256733,0
1,52.38,0.1596,104.48,1688.16,0,70.572,19.42359698922935,0.29158000000000006,0.16017598758865093,107.196,9.408550897986348,0
63,89.89,0.2573,92.1,1384.96,0,86.67,13.175061669684894,0.7535800000000001,0.6327412204053094,77.416,18.454860606355087,0
21,81.76,0.6917,111.4,1564.65,0,79.184,11.124492347968046,0.4394799999999999,0.32997025926589185,102.644,13.924213801863308,1
30,53.13,0.0379,93.39,1614.34,0,68.218,19.823694660683216,0.21381999999999998,0.3723526916781989,96.69200000000001,8.599669761101337,0
13,76.89,0.5387,106.75,1263.28,0,72.624,17.835340759290247,0.7319199999999999,0.694242268232063,109.50999999999999,15.614728623962677,0
34,114.81,0.6294,96.27,1379.25,0,84.088,23.057550173424723,0.5750599999999999,0.3952702151693194,99.89,18.400896717279828,0
4,92.84,0.5305,97.11,1638.92,0,82.75800000000001,15.418570621169804,0.95028,0.9183029930257224,95.65599999999999,16.613743708147194,0
28,62.58,0.715,91.94,2051.54,0,73.652,17.95454733486757,0.5045400000000001,0.5629356472990498,104.694,15.243970283361238,1
95,85.75,0.0981,88.53,1122.83,0,74.562,8.68089396318142,0.38689999999999997,0.18462895222580863,88.85799999999999,13.12429121895732,0
59,53.76,0.4423,119.88,1657.6,0,75.378,16.110244256373026,0.27271999999999996,0.19239748439103835,101.30999999999999,12.128118155756948,0
27,54.43,1.4163,103.8,1864.23,0,73.534,20.730229858831773,0.54082,0.5466257650349092,99.38399999999999,12.213894956155489,1
69,73.99,0.4718,125.48,1528.68,0,72.86,16.402179733193996,0.44898,0.4246748014657801,118.718,9.221980264563499,0
25,83.27,0.4725,54.99,1229.06,0,73.264,6.287815996035527,0.6380999999999999,0.26692803337229376,74.412,17.933501331307244,0
3,87.17,0.6667,89.6,1484.27,0,76.654,12.070643313427885,0.60482,0.3802253634359497,103.98800000000001,8.86286466104507,0
97,87.38,0.2026,85.19,1209.83,0,72.248,24.837581806609116,0.3566,0.2991653305448346,99.40599999999999,9.572835525590104,0
68,82.42,0.6028,94.92,1349.16,0,72.73400000000001,16.468446496254586,0.41215999999999997,0.37813273198706326,85.182,23.261457821899274,0
25,50.79,1.2399,79.36,1615.61,0,69.574,12.030732729140006,0.7976599999999999,0.34693391733873497,76.18800000000002,17.886399022721115,1
20,74.09,0.0055,67.85,1481.85,0,77.988,12.019428854983083,0.44126000000000004,0.48062283861672667,93.09799999999998,16.833528150687805,0
34,89.53,1.0205,113.45,1558.8,0,92.03599999999999,12.884210491915976,0.56114,0.3732076941864946,107.46400000000001,12.849534232803917,1
26,81.65,0.1233,88.14,1149.22,0,73.188,8.096364616295373,0.2368799999999999,0.19355929840749062,109.124,17.263873551436845,0
5,77.73,0.3043,111.11,1316.71,0,69.298,8.292060660656073,0.2842800000000001,0.1283354276885389,105.984,16.35240135270658,0
99,79.94,0.9564,76.43,1683.91,0,75.774,8.974989136483764,0.7166,0.646378902038116,79.65799999999999,19.409842091063016,1
61,79.69,0.8684,67.28,997.54,0,85.85,19.905673814267107,0.24926000000000004,0.36161864304816993,103.848,21.797338599012512,1
92,45.53,1.1125,104.82,1102.1,0,70.87,14.687785741901338,0.65662,0.5095649781921832,108.4,21.2155556137472,1
93,92.32,1.4102,112.65,1408.32,1,81.4,8.044647288725614,0.44622,0.6088836071040176,102.39399999999999,20.64036651806355,1
9,73.34,0.2963,87.69,1344.76,1,79.364,6.431230830875201,1.3001,0.9926901757346046,91.282,16.932429536247906,0
50,85.61,0.5341,79.66,1730.83,0,78.594,12.480497986859293,0.34058,0.1719399371873791,98.21600000000001,17.9558592108537,0
6,40.42,0.2475,124.99,781.57,0,63.96,18.894787641040065,0.57894,0.5337541784379772,111.678,16.648010992307768,0
83,99.91,0.2159,98.86,1475.25,0,79.064,12.972231111108039,0.3579,0.1589903770672935,90.71000000000001,12.974282253751042,0
60,57.65,0.2825,80.04,1911.29,0,83.3,19.427014696036057,0.30018,0.19703531916892517,106.24000000000001,27.520444218798477,0
44,113.12,0.6795,70.06,1598.1,1,67.646,26.20415100704469,0.51474,0.6925634938400955,99.41600000000001,24.874427229586622,0
11,106.79,0.348,86.23,1039.89,0,87.656,21.240437377794265,0.43852,0.20860996380806,88.078,6.4945261566953745,0
66,55.13,0.8412,92.11,2228.27,0,80.396,19.266831083496847,0.4107200000000001,0.3066921697728844,104.71600000000001,10.580946555011101,1
47,87.26,0.6837,115.26,1335.94,0,78.09,5.724102549745122,0.8872,0.4529453664626672,97.726,18.470922554111954,0
73,59.74,0.0103,99.67,769.75,0,78.464,18.982276733837793,0.27316,0.218704213493933,100.0,15.946068480976699,0
85,65.41,0.4974,97.29,1743.61,0,81.27799999999999,18.34238452328378,0.9037000000000001,0.4645139610388478,92.576,21.37578489786982,0
88,65.75,0.2869,81.69,1257.53,0,84.84400000000001,14.255540326483606,0.3967200000000001,0.22714887629041886,90.95400000000001,15.053880894971902,0
98,81.72,0.305,127.62,2061.33,0,65.762,15.600947727622174,0.44966,0.6114990089934734,106.896,14.24425779042204,0
86,79.87,0.8529,119.53,1716.5,0,64.226,11.933257308882602,0.42153999999999997,0.31203650908186975,92.65,16.12480697558889,1
3,56.98,0.3966,117.93,2139.33,0,71.75800000000001,14.378076018716863,0.6228800000000001,0.36431300690477697,105.046,10.345614046541732,0
76,81.6,1.0841,98.78,1183.99,0,68.22200000000001,17.13341092719137,0.46647999999999995,0.443492939064423,83.45599999999999,19.700117512339872,1
92,71.94,0.6238,108.02,1883.4,0,70.064,14.44654733837813,0.55176,0.431037217650634,104.622,18.61825099197024,0
30,47.69,0.4024,50.0,1256.03,0,63.198,21.48493123098141,0.27408,0.3739272616432237,89.886,22.825565272299396,0
90,68.49,0.7023,104.05,1603.07,0,75.63,14.39322236332087,0.41289999999999993,0.3296306797007828,94.366,11.255102398467987,1
21,99.91,0.0196,138.46,1551.72,0,84.6,13.578897230629574,0.3088399999999999,0.34352890416964904,107.72600000000003,21.33601602924035,0
28,69.0,0.0137,88.39,1916.17,0,68.63199999999999,13.84721524350654,0.5066200000000001,0.5606351103882098,101.28,16.855794255982136,0
90,47.47,0.0435,80.29,1742.97,0,69.096,18.626856417549387,0.28622000000000003,0.3244791164312429,90.748,12.482800967731544,0
62,87.22,0.2877,97.15,1360.54,0,70.878,14.994616367216587,0.50224,0.3745041762116953,92.098,12.910932189427726,0
33,61.09,0.1342,82.77,1826.6,0,82.03999999999999,20.12976279045533,0.21846000000000002,0.22197242621550856,100.112,16.354541265348892,0
85,78.22,2.0758,81.52,1472.41,0,82.04400000000001,18.060629280288115,1.03954,0.6895103973110198,92.83,21.199522400280614,1
35,72.42,0.3908,105.3,1708.07,0,79.15,6.964197728381906,0.6578,0.7277052665743184,114.046,7.490042055956722,0
52,101.43,0.543,116.49,1588.7,0,96.016,9.532008182959228,0.33716,0.18412013197909807,107.274,18.593505048806723,0
34,72.43,0.1634,105.48,1436.06,0,89.232,15.635626626393906,0.43588000000000005,0.3823097657659298,104.628,10.90208099401209,0
41,57.83,0.1942,77.07,1102.92,0,66.776,13.564447279561394,0.45255999999999996,0.17842940620873066,97.15599999999999,23.128794391407446,0
51,67.97,0.2043,86.62,1561.01,0,70.794,7.267381233979713,0.24875999999999995,0.15358578384733362,110.002,20.793111118829707,0
47,56.57,0.5999,106.42,1297.49,0,74.186,11.33540603595652,0.91866,0.41849775746113604,101.506,17.781177688780954,0
82,71.86,0.3209,113.15,1130.96,0,66.326,12.67403763604955,0.8892599999999999,0.3828882709094126,102.41199999999999,20.925917423138216,0
58,101.55,0.3646,95.84,1749.14,0,76.648,15.449623620010941,0.23467999999999992,0.16400474688252206,90.152,19.473242411062458,0
75,93.73,0.4482,82.13,1310.74,0,79.542,23.837774015205344,0.28538,0.20672622475148125,108.59,23.73266419936877,0
57,105.62,0.7323,115.49,958.43,0,82.726,16.419190905766328,1.2527000000000001,0.4672569528642674,102.596,21.243225508382668,1
23,82.19,0.0474,136.25,1500.67,0,79.508,5.301812897490811,0.42345999999999995,0.379929707972409,107.39200000000001,28.86477039576099,0
48,77.15,0.75,122.48,1454.4,0,73.68,5.287329193458551,0.619,0.4734772909021086,103.76199999999999,21.72373057280906,1
22,60.03,0.4142,139.69,1481.48,0,75.022,11.520052951267202,0.7231,0.7701519979848135,119.174,13.084673477011199,0
17,79.05,0.553,87.57,1481.13,0,82.1,9.341940376602704,0.7381200000000001,0.43609662576085173,104.68199999999999,19.096462237807273,0
69,73.04,0.1984,120.63,1198.2,0,76.506,13.07563879892681,0.40659999999999996,0.43980354136818833,122.324,2.1811304408490386,0
11,86.68,0.2633,125.77,1380.21,0,82.774,16.861608167668937,0.44270000000000004,0.2038529494513143,94.244,18.38625519239848,0
94,58.17,0.1314,90.26,1811.78,0,68.01599999999999,13.452709020862693,0.41050000000000003,0.4342354200200625,107.50399999999999,21.518866838195752,0
15,75.79,1.9388,83.49,1756.49,1,79.674,16.829636953897737,0.9601600000000001,0.9093157278965321,87.398,10.90342469135273,1
91,51.4,0.3436,80.78,1393.95,0,60.263999999999996,15.110546978848921,0.7433,0.8186092718751724,93.774,9.675966618379789,0
35,80.06,2.7704,98.18,1675.55,0,78.908,6.892769399885631,1.14934,1.146096277805665,112.218,10.175778594289506,1
33,85.14,0.3365,69.89,1527.91,0,84.53,19.442327535560135,0.27168000000000003,0.20912727464393413,94.072,21.218181354677853,0
84,50.68,0.1241,133.79,1401.08,0,61.31999999999999,7.988657584350498,0.7654000000000001,0.44755708015849793,94.476,26.86330638622134,0
16,54.9,0.3541,74.32,1874.0,0,86.30199999999999,21.163623744529197,0.18724,0.14044336224969944,89.814,23.349658027474394,0
34,55.56,0.0202,108.44,1231.54,0,83.44800000000001,21.919398258163906,0.41146000000000005,0.4087364652193392,102.968,9.07571319511583,0
66,72.34,1.1757,54.74,1591.96,0,75.27000000000001,16.65470954414998,0.5983,0.43462689171288027,91.64,21.524603364522232,1
99,54.04,0.8534,140.91,1000.98,0,71.456,13.241243521663733,0.83464,0.5947054338073601,93.174,32.8074706431325,1
40,95.68,0.647,124.99,1608.15,0,86.404,13.484492204009783,0.44173999999999997,0.14126139954000197,123.58599999999998,20.644702225994898,0
28,81.54,0.4706,68.12,1301.99,0,69.024,14.256322457071459,0.5446799999999999,0.5477409944490188,95.774,22.65380608198102,0
47,83.99,0.4336,106.1,1385.49,0,75.212,12.072432232156006,0.7240599999999999,0.35651558591455706,99.136,15.710635887830945,0
39,51.16,2.8612,95.17,1412.65,0,60.839999999999996,7.2342138480971006,0.95698,1.0656040784456486,83.01,18.887575281120633,1
70,94.4,0.1629,103.1,834.45,0,79.796,13.310128849864663,0.7763,0.7023142601428509,91.41,13.186316771562874,0
73,84.74,0.7563,112.71,1015.77,0,76.036,16.67386068071818,0.3043,0.27959119263667764,100.444,16.337278843185562,1
20,64.76,0.4354,83.99,1749.04,0,77.15599999999999,12.914690472481325,0.3987,0.46694396344743555,87.958,14.221760439551733,0
1,51.87,1.8624,98.93,1531.38,0,61.982000000000006,15.016351754004686,0.5906,0.727547685722386,105.93800000000002,10.131543317777398,1
72,73.86,0.8796,63.81,1937.51,1,71.17999999999999,17.874497195725482,0.5176999999999999,0.3635178812658326,88.108,37.032362468522045,1
87,68.0,3.2596,101.66,1089.63,0,78.694,12.637625568119985,0.9666799999999999,1.2956252340086618,98.874,18.27521217387094,1
63,68.63,0.4438,58.82,1755.36,0,81.72200000000001,14.598519445478033,0.67228,0.6432352306893648,74.708,20.284903746382344,0
67,64.42,0.1144,126.12,1638.21,1,76.684,8.192193235025625,0.48550000000000004,0.3927577688601465,98.892,29.119304078222743,0
4,85.82,0.3503,70.7,1849.35,0,88.35,6.7831113804802525,1.00786,0.8555976525213238,92.95,19.74653260701737,0
58,35.99,0.6209,105.89,1467.73,0,71.578,23.69059454720376,0.27143999999999996,0.228596681953173,96.506,18.06669394216886,0
25,96.45,0.7444,116.57,1534.39,0,73.874,17.17499723435204,0.74846,0.32978678415000234,84.904,25.101436811465575,1
47,89.97,0.0003,137.28,1236.75,0,78.848,13.443962213573737,0.4559,0.2701641630564647,107.98800000000001,22.433602474859033,0
38,78.16,0.3516,135.47,1418.82,0,72.76199999999999,9.35625833332963,0.42379999999999995,0.4905630795320821,125.33599999999998,20.144061904193965,0
15,72.84,0.1341,127.88,1352.59,0,72.74,6.411037357557692,0.8358399999999999,0.9837065482144561,94.54400000000001,21.42675267043516,0
63,91.25,1.0394,99.68,1102.35,0,84.252,15.012482139872812,0.7363400000000001,0.6646564548697322,82.22,21.382829560186778,1
21,74.37,0.083,122.31,1540.85,0,86.49600000000001,10.437199336986883,0.3213399999999999,0.3313347748124243,116.244,14.886887854753317,0
99,70.82,0.549,105.52,1782.58,0,68.974,11.535791260247466,0.9377799999999998,0.4474799794404219,102.39399999999999,26.895026120083994,0
57,92.08,0.1547,107.22,1853.98,1,85.84400000000001,16.419190905766328,0.89198,0.4823002923490718,101.494,20.722632072205503,0
53,106.4,0.2204,87.6,1256.82,0,82.91,17.931079164400586,0.12526,0.08372163997438264,110.316,22.159903655025218,0
46,60.43,1.4114,134.83,1489.08,0,65.502,17.344537180334324,0.59816,0.509813655172162,105.41400000000002,22.208736569197253,1
14,81.37,0.1375,83.94,1459.61,0,79.486,16.27722580785805,0.5385599999999999,0.4380899485265557,92.25399999999999,16.196633292138152,0
100,58.7,0.0499,78.59,1942.38,0,63.862,12.841429826931215,0.7360599999999999,0.8114654108463281,103.54,27.64378139835433,0
76,82.52,0.0359,108.15,2035.89,0,66.896,15.263316481027326,0.46876000000000007,0.44067300008055865,94.28200000000001,13.319935059901765,0
17,63.33,0.3512,64.16,1108.54,0,79.586,12.563432253966273,0.7366600000000001,0.43769457159073877,99.91599999999998,26.02179528779671,0
39,93.17,0.5132,102.35,1645.94,1,66.898,16.331762611549312,0.9551600000000002,1.0665394544975821,91.34,15.462187749474511,0
9,73.5,0.1982,132.69,1659.34,0,79.11800000000001,6.67182283937454,1.07274,1.106372212684321,98.59,25.351131138471903,0
99,75.7,0.586,108.3,1439.85,0,68.192,10.739586584222032,0.9258,0.4579276580421851,108.61599999999999,22.90983697017506,0
77,99.47,0.0315,100.63,1121.12,0,84.268,11.601724871759373,0.46372,0.4140124720343579,102.88600000000001,12.391038293863826,0
79,64.0,0.9736,83.2,1711.63,0,73.498,10.547090594092769,0.5483399999999999,0.5291914899164574,100.516,16.627112798077714,1
82,85.27,0.848,69.95,1864.87,1,66.154,12.339506878315698,0.8331600000000001,0.3588677583734706,98.054,25.47795674696068,1
97,65.5,2.1167,117.27,1335.91,0,78.864,13.304421445519534,0.66396,0.8564078835461522,100.852,11.854774143778519,1
6,92.94,1.3784,100.56,1858.92,0,68.812,23.064607518880525,0.8263999999999999,0.5658675330852619,106.06800000000001,14.037288555842984,1
91,101.8,0.2202,112.49,1501.21,0,67.1,24.242465839926435,0.73382,0.825738809793993,98.262,12.35118496339521,0
23,71.06,0.2548,56.16,1926.58,0,78.774,6.290519056484915,0.29291999999999996,0.267551092316963,97.14,36.85071030523021,0
59,42.09,0.6851,114.64,1925.98,0,69.77000000000001,22.144192240856306,0.38604000000000005,0.23986116400951582,105.96399999999998,11.821079899907685,0
91,64.68,0.072,139.72,1492.93,0,72.05199999999999,19.334432238884077,0.64576,0.8771459559275183,104.732,22.564976623076742,0
98,111.49,0.1884,126.83,1625.21,0,75.144,25.60811160550501,0.4101,0.6229223065519488,111.498,16.53485772542354,0
46,66.12,0.0631,105.93,1289.27,0,65.518,17.345194435347207,0.47515999999999997,0.5576499018201296,111.388,15.273158481466732,0
38,101.57,0.3034,79.11,1012.94,0,80.694,13.672144308776117,0.39542,0.4931063090247375,118.65,29.037585126866162,0
14,65.91,0.4015,102.44,1575.22,1,74.74600000000001,16.041093478937157,0.5190999999999999,0.44243709722400115,89.89599999999999,12.672143859663116,0
100,65.54,0.1186,103.08,1060.11,0,67.75,8.23640698363062,0.6415599999999999,0.8587049336064164,95.096,15.463852366082657,0
72,86.69,0.0135,90.09,2127.92,0,79.202,12.161705061380156,0.35819999999999996,0.37735013581553134,77.748,22.6955958282659,0
62,84.89,0.6353,91.61,1841.55,1,72.232,16.078534448139216,0.49788,0.3723713898784391,93.472,12.282378434163343,0
35,87.78,0.0101,141.97,1454.53,0,79.098,7.173124842075432,1.0824200000000002,1.2126600438704986,117.226,16.968825239243877,0
19,75.07,1.8135,80.69,2300.19,0,77.532,16.18138652897211,0.7318399999999999,0.7174933156483059,99.49199999999999,18.17107509202471,1
30,90.52,0.1253,91.42,1310.9,1,72.804,20.631912902103874,0.29025999999999996,0.3630977871042454,88.52799999999999,22.404626084806686,0
78,89.42,0.5452,111.22,1382.27,0,68.352,23.942937789669823,0.79238,0.4405048263072726,100.718,30.381293915829183,0
84,92.24,0.2852,143.62,1378.64,0,66.294,16.209681674850994,0.63476,0.47868527029771873,103.924,34.82719095764112,0
25,65.65,0.0308,93.98,1480.8,0,73.556,17.342438698176224,0.66966,0.4511845996928533,89.76,23.73624338432683,0
40,90.5,0.3195,64.02,1406.99,0,88.532,13.02533569624985,0.45174000000000003,0.12707786195872225,114.8,33.99437379920388,0
88,67.18,0.3636,57.27,1636.97,0,82.22,16.354080530558736,0.32294000000000006,0.12992087207219638,84.38399999999999,21.357487679968337,0
14,72.64,0.9644,150.4,1200.37,0,74.16400000000002,16.057411995710897,0.6947399999999999,0.3998890383593929,99.43,30.34744470297292,1
26,72.34,0.659,61.81,1538.38,0,75.67,3.7532452624362023,0.3564199999999999,0.23757562374957578,98.02799999999999,26.213022908470528,0
87,60.03,0.0413,101.52,1337.24,0,74.142,14.720754736086048,0.8897599999999999,1.3461872726333435,103.52000000000001,14.241727423314936,0
22,48.97,0.1173,69.75,1518.8,0,69.26,16.093037314317016,0.72008,0.773071463061469,108.78000000000002,25.40131984759848,0
48,93.36,0.1869,84.23,1175.13,0,78.7,9.270213050410375,0.65194,0.4248052294875852,95.248,18.54717283038037,0
83,64.47,0.0619,87.03,1240.64,1,77.224,14.492038503951036,0.28694000000000003,0.20005856142639877,90.826,12.929187136088611,0
51,70.95,0.3052,60.89,2137.55,0,69.04599999999999,5.40525947573294,0.3012,0.10179992632610248,93.838,21.38709120006739,0
3,64.04,2.0773,124.38,1223.64,0,73.13199999999999,12.886375363150067,0.8706200000000001,0.7571034850005647,107.998,13.577900058551085,1
42,71.15,0.3614,108.62,1657.04,0,81.63199999999999,14.421817499885368,0.71118,0.40651344627207603,110.97,18.494461333058645,0
19,67.41,0.6772,91.46,1338.96,0,74.478,16.40630579990512,0.8550999999999999,0.6196867232723317,95.172,16.642282595846073,0
73,94.19,0.5743,88.5,1194.8,1,81.38,17.50335824920462,0.35756,0.30470810294444056,99.576,16.946223178041723,0
28,66.14,0.9483,121.77,1519.23,0,72.506,9.338366024096516,0.7075600000000001,0.5151699263349909,100.13,25.573049290219583,1
84,100.72,0.1215,101.8,1239.33,0,75.422,20.57795470886257,0.55788,0.5324088203626983,107.172,33.41504257067466,0
45,92.09,0.7009,141.71,1655.4,0,94.538,6.762386413094142,0.52396,0.21828866896840973,111.498,26.421630721815816,1
