machine_id,temperature,vibration,pressure,rotational_speed,failure
25,58.33,1.7011,52.38,1375.51,0
13,56.25,0.1655,90.96,873.56,0
82,78.16,0.4444,78.71,1541.22,0
33,64.06,2.5116,124.94,1364.58,0
16,48.35,1.0647,121.47,1405.58,0
42,58.32,0.3843,111.29,1388.72,0
66,60.5,2.3217,138.31,950.82,0
55,86.62,0.6043,100.2,2269.13,0
99,77.69,0.117,112.63,1291.86,0
42,61.93,0.2601,68.05,1700.5,0
34,66.18,0.2036,93.6,1434.33,1
30,94.68,0.2108,102.2,678.79,0
13,89.04,0.7145,81.67,1455.53,0
13,58.23,0.4389,105.11,1535.83,0
18,92.45,0.0194,60.63,1336.48,0
32,73.79,1.0496,110.0,1935.27,0
96,86.99,0.1761,91.31,2037.59,0
99,72.55,2.9172,84.25,1586.13,0
39,92.79,1.5416,114.87,1626.99,0
46,57.61,1.4111,129.28,1154.24,0
29,71.17,0.8333,117.84,1153.12,0
62,93.25,0.1246,83.77,1303.67,0
93,39.11,0.3803,113.36,2100.04,0
62,74.31,0.127,94.88,1335.43,0
57,69.1,0.1503,122.59,1895.12,0
16,85.27,0.472,104.42,1283.23,0
56,91.05,0.0208,70.51,1211.33,0
10,85.95,1.7443,95.16,1349.89,0
30,78.62,1.2546,83.49,1342.23,0
25,75.61,0.2396,84.46,1282.35,0
84,69.86,0.3622,93.5,1968.46,0
5,78.15,0.3138,105.48,1483.74,0
65,96.89,1.0694,118.16,1440.31,1
94,62.54,0.5833,89.49,1507.61,0
49,68.97,0.1629,124.25,1774.47,0
3,73.87,0.2961,65.95,1507.52,0
45,90.01,0.2802,83.24,1591.66,0
14,78.35,1.6012,140.97,1805.3,0
30,89.75,0.0964,77.15,1179.28,0
68,90.51,0.0469,125.03,1248.68,0
18,83.88,1.0627,99.48,1532.54,0
62,59.04,1.135,98.58,1287.67,1
37,99.92,1.0268,118.71,1430.37,0
25,96.19,0.3577,115.9,1169.16,0
48,75.95,0.539,126.68,1241.15,1
65,54.27,0.4143,95.06,1833.12,0
53,51.59,0.036,102.86,1389.93,0
79,78.81,0.453,95.0,1362.37,0
73,64.47,0.0069,77.76,1251.88,0
15,49.24,0.1965,103.41,1234.38,0
49,51.31,1.3463,96.7,1188.75,0
88,67.95,0.1812,62.57,1112.67,0
68,77.92,1.4053,122.19,1288.86,0
12,96.09,0.1439,102.96,1465.3,0
59,82.26,0.1888,86.0,1692.19,0
37,69.28,0.495,106.65,1474.67,1
61,80.7,0.717,89.52,1197.74,0
43,79.36,0.348,104.03,1337.6,0
70,86.09,1.069,127.74,1319.47,0
39,74.4,0.0205,107.98,1301.65,0
56,90.54,1.2768,90.26,1386.38,0
63,87.37,0.1093,79.38,1766.88,0
46,76.24,1.0781,85.71,1702.13,0
88,73.21,0.2561,116.24,1979.01,0
11,88.8,0.8942,98.87,1232.06,0
62,64.3,0.5569,111.2,1164.97,0
77,52.4,0.0968,94.41,1389.25,0
98,52.32,1.2508,81.33,1849.92,0
25,63.05,0.1409,111.98,868.58,0
71,84.89,0.1399,83.82,1534.18,0
52,68.66,0.8415,91.84,1398.45,0
4,78.07,0.056,75.52,1687.06,0
59,67.57,0.1255,81.3,1626.07,0
72,67.69,0.3503,117.91,1685.74,0
20,59.62,0.8874,120.96,1647.04,0
93,73.62,0.0798,121.83,2340.66,0
63,72.37,0.3967,121.9,2035.29,0
54,81.19,0.6211,92.92,1747.62,0
74,79.32,0.9852,113.31,1354.43,0
98,72.04,1.3711,121.06,1387.28,0
57,52.41,0.7677,82.55,1844.74,0
90,91.06,0.529,103.88,1856.36,0
41,73.72,0.2842,97.45,1244.76,0
3,76.19,0.0595,62.57,900.28,0
6,99.01,0.6185,106.51,950.41,0
5,88.62,2.4625,85.71,1851.8,0
5,81.7,0.6673,121.02,1908.11,0
54,74.97,0.0084,84.75,1505.19,0
47,74.83,0.3428,106.58,1597.16,0
87,78.6,0.4768,102.24,2034.7,0
49,81.1,0.5851,65.54,2104.23,0
9,100.67,0.636,93.59,1703.9,0
99,112.1,0.4083,107.15,1493.49,0
20,79.35,0.1264,120.47,1370.29,0
61,42.7,1.4254,100.37,1415.55,0
35,60.72,0.5965,118.12,1267.62,0
50,102.17,0.1351,110.75,1695.52,0
82,85.78,0.1945,111.42,1460.59,0
62,81.39,1.2751,112.31,1254.11,0
17,72.5,1.0923,94.51,1838.76,0
88,57.16,0.2597,80.22,1665.88,0
3,100.17,0.0195,131.4,1577.31,0
32,62.65,0.0249,115.37,1451.8,0
99,85.94,0.167,98.63,1637.14,0
13,55.49,0.4959,112.34,1395.5,0
89,71.77,0.4388,107.95,2330.73,0
73,89.89,0.5023,82.92,2184.78,0
68,71.25,0.6317,93.24,1254.82,0
14,69.47,0.0096,126.53,1422.09,0
98,75.16,0.0555,99.89,1230.4,0
11,54.96,0.2227,107.5,937.3,0
56,52.14,0.0841,125.19,2012.04,0
67,85.71,0.0392,99.83,1455.07,1
92,68.67,0.5122,81.37,1171.73,0
29,85.6,0.8446,102.27,980.12,0
9,91.77,0.6984,88.83,1566.85,0
67,92.98,0.8492,72.17,1607.49,0
25,50.68,0.5481,116.06,1623.45,0
98,64.53,0.6647,94.87,1821.07,0
76,83.06,0.1586,50.0,1768.89,0
42,83.3,2.4815,105.07,1113.79,0
9,108.74,0.1012,105.32,1173.44,0
79,61.39,0.1207,139.02,1792.4,0
40,92.52,0.1705,99.92,1314.67,0
25,80.58,1.8511,121.35,1060.08,0
5,50.4,2.2236,112.93,1087.91,0
11,66.78,0.7921,88.21,1781.08,0
59,78.94,0.4959,106.97,1775.81,0
98,49.43,0.367,96.71,1538.46,0
88,43.89,1.7637,86.25,1217.17,0
79,48.58,0.5947,89.67,1481.11,0
38,78.89,1.4478,86.95,1452.09,0
72,67.73,0.1903,99.81,1367.87,0
5,65.7,0.2031,99.91,1705.17,0
48,66.22,0.9646,89.0,1356.0,0
90,53.64,0.0812,95.84,1662.06,0
18,68.15,1.4587,62.48,1600.15,0
70,47.69,0.3541,79.83,1067.56,0
37,92.81,1.3046,94.15,2098.0,0
60,100.38,0.2053,133.43,1673.08,0
48,40.11,0.6293,112.66,1022.2,0
77,67.96,0.3297,80.45,1068.93,0
28,68.94,0.4928,132.3,1975.25,0
69,72.38,0.351,99.97,1553.93,0
77,90.02,1.7074,77.31,1668.23,0
81,68.01,0.589,98.42,1616.37,0
40,73.68,0.1447,119.7,1826.21,0
45,119.69,1.2022,77.33,1839.55,1
96,73.33,0.1741,79.28,1236.73,0
62,101.49,0.2323,136.13,1650.96,0
93,82.53,0.0539,105.93,1078.51,0
58,66.69,1.1511,90.57,1173.62,0
67,64.19,0.1685,97.88,1408.99,0
56,74.89,0.1498,105.71,989.85,0
40,58.1,1.2645,96.13,1266.71,0
98,62.04,0.8187,127.0,848.28,0
40,68.65,0.076,101.98,1493.99,0
91,79.4,0.7334,113.27,1992.78,0
77,102.39,1.2211,101.67,1509.61,0
33,67.73,0.0409,99.25,1510.46,0
6,81.92,0.8721,117.86,1392.19,0
88,50.58,0.3964,118.28,1793.05,0
19,90.9,0.5531,67.33,1484.46,0
80,49.17,0.3395,99.61,1170.2,0
40,86.98,0.5983,140.99,1550.9,1
92,73.79,0.0173,91.08,1965.74,0
97,73.19,0.7192,109.08,1071.78,0
59,70.5,0.017,124.95,1217.7,0
59,55.48,0.3038,77.84,1468.67,0
48,56.28,0.0818,92.53,1394.85,0
41,87.55,0.8674,68.56,1625.99,0
13,75.18,0.1882,102.09,1205.11,0
45,70.39,0.3027,107.7,1341.08,0
89,81.65,0.28,112.87,1515.73,0
53,76.52,0.7403,131.48,1526.02,0
42,63.11,0.3281,101.27,2281.01,0
100,111.91,0.7778,76.95,1734.99,0
63,86.11,0.0382,82.38,1037.83,0
27,76.91,0.1063,84.75,1195.39,1
38,67.3,0.401,104.15,1091.52,0
60,89.29,1.4696,147.0,1984.19,0
7,63.19,0.0388,98.56,1179.24,0
5,61.92,0.022,127.48,1676.21,1
45,100.4,0.0851,97.72,1646.13,0
58,75.46,0.5124,76.77,1060.29,0
31,63.55,0.2546,83.67,1374.34,0
23,75.09,0.8731,85.42,1420.67,0
42,87.75,0.0373,97.56,1025.71,1
10,84.32,0.1093,108.11,2035.5,0
32,89.61,0.1784,86.83,1551.11,0
53,56.26,0.4927,115.81,1977.94,0
30,89.24,0.5779,120.94,2162.42,0
39,72.31,0.0663,94.73,1547.88,0
31,76.34,1.4395,118.36,1612.08,0
82,93.14,0.2085,61.16,1263.66,0
100,85.54,0.6244,52.84,1900.08,0
2,80.27,0.3714,116.66,1485.65,0
78,45.24,0.126,91.56,1372.99,0
77,74.32,0.9361,144.07,1269.7,0
93,63.23,0.8525,98.14,1521.98,0
12,85.67,0.2522,79.99,1686.46,0
39,89.86,0.4441,133.73,1561.09,0
66,70.47,0.1491,113.12,1638.74,0
96,64.99,0.5854,130.98,1435.3,0
13,98.34,0.1848,88.27,1651.45,0
46,65.95,0.9292,107.29,1642.24,0
27,57.08,0.1226,82.49,1864.45,0
17,62.51,0.0075,65.08,1741.88,0
95,66.68,0.1563,114.85,1546.39,0
98,62.08,0.106,90.86,1624.43,0
60,87.68,0.3549,80.08,1154.6,0
64,42.03,0.1139,72.24,1883.36,0
88,61.76,0.7202,103.65,1425.13,0
35,74.29,0.1381,101.28,1462.59,0
70,78.15,0.6137,90.33,1356.48,0
83,100.38,0.4319,86.52,1233.99,0
30,98.18,2.1434,115.32,1254.74,0
71,50.99,4.6101,50.36,1176.72,0
74,46.38,1.0183,112.62,1428.17,0
96,75.37,0.7135,109.3,1750.01,0
98,64.9,0.2443,75.39,1493.2,0
63,57.12,0.6997,61.31,1699.03,0
28,75.24,1.5695,111.77,1644.36,0
60,78.46,0.0118,76.52,1365.46,0
79,62.42,0.386,131.47,1871.45,0
94,65.64,0.1229,142.36,1799.77,0
37,63.57,0.4081,108.54,1746.37,0
93,68.83,0.3141,97.97,1624.75,0
22,83.12,0.4287,95.62,1398.07,0
68,58.83,0.4003,65.88,1397.4,0
20,65.39,1.6108,94.29,1491.04,0
96,69.01,0.4017,90.83,1913.38,1
100,74.9,0.9362,87.28,1835.32,0
68,79.14,0.1927,107.84,1067.21,0
91,105.63,0.2882,102.63,1577.9,0
64,83.58,0.3178,115.72,753.85,0
17,83.94,0.1634,91.13,1367.6,0
12,71.0,0.2388,112.05,1296.86,0
22,60.3,0.4563,100.16,1666.82,0
17,67.08,0.434,111.93,1173.58,0
10,64.35,0.5059,98.45,1041.5,0
65,80.88,0.2168,135.56,1350.34,0
22,50.23,0.1898,51.17,1497.65,0
90,83.89,0.4729,112.51,978.34,0
82,73.24,0.0713,117.13,1841.34,0
50,86.0,0.1459,74.66,1439.6,0
14,64.14,0.0215,136.5,1507.59,0
64,61.48,0.0377,100.45,1830.79,0
47,68.9,0.1394,97.51,1280.15,1
29,68.54,0.0099,107.43,1944.39,0
76,87.1,0.1408,117.75,1501.66,0
36,86.95,0.5321,102.64,1737.59,0
99,103.58,0.0315,102.01,1633.19,0
52,67.57,0.287,116.76,1706.1,0
76,30.0,1.2215,119.38,1522.81,0
7,68.86,0.7834,106.73,1359.56,0
29,78.46,0.1822,69.05,2081.63,0
11,85.72,1.2938,79.63,1493.96,0
33,79.55,0.2,121.69,1170.7,0
6,67.56,0.0376,94.44,1940.64,0
79,100.71,2.5627,88.03,1406.77,0
32,59.49,1.0202,108.8,983.04,0
51,70.88,0.3136,106.32,1252.73,0
75,58.8,0.5489,95.64,912.58,0
58,75.29,0.5562,114.87,1266.53,0
87,98.84,0.1081,74.64,2027.43,0
26,72.89,0.1116,65.35,1637.69,0
98,72.98,0.317,130.05,1498.58,0
46,49.56,1.2128,77.54,1326.77,0
98,70.7,0.005,70.49,1458.58,0
29,92.26,0.7628,93.48,1834.42,0
4,71.25,0.0296,99.41,951.69,0
81,70.23,0.3253,90.43,2381.83,0
99,91.59,0.5079,95.43,1235.2,0
13,70.3,0.5804,71.57,1425.15,0
39,94.38,0.0301,114.28,1452.06,0
15,55.73,0.2712,69.41,1444.18,0
29,85.17,0.4383,100.45,1298.46,0
29,99.69,0.0342,104.68,1762.44,0
75,90.12,0.0726,112.98,1842.27,0
32,46.99,0.5448,104.55,1786.59,0
2,65.43,0.3687,78.23,1526.73,0
47,71.37,0.0883,91.78,1323.2,0
78,90.15,0.3831,85.92,1444.33,0
84,55.03,1.2192,68.54,1474.06,0
22,59.72,0.0079,108.71,1205.87,0
75,50.92,0.5145,84.87,1553.45,0
27,62.61,0.0383,102.97,2039.86,0
67,56.23,0.0032,97.78,1449.07,0
81,98.97,0.0816,77.28,1649.98,0
56,65.29,0.2749,75.95,1302.92,1
92,85.36,0.8106,93.3,1765.73,0
93,75.27,0.1655,73.73,1302.67,0
21,75.06,0.4913,119.78,1376.04,1
47,66.13,0.2648,126.9,1655.23,0
80,86.55,0.1335,115.66,1202.78,0
59,77.32,0.361,106.98,1629.75,0
84,76.45,0.7984,101.23,1815.33,0
6,66.1,0.8934,79.04,1548.88,0
19,68.55,0.9371,116.55,1760.61,0
57,83.83,0.2067,127.42,1112.51,0
69,78.45,0.7886,93.21,1634.46,0
3,76.85,0.1192,99.27,1363.15,0
1,63.69,0.6705,83.84,1615.59,0
58,104.16,1.482,93.38,1974.53,0
38,67.8,0.0069,74.85,604.52,0
15,74.55,0.2902,94.21,1313.79,0
34,72.19,0.5217,108.65,812.74,0
61,104.32,0.605,106.5,1130.69,1
35,70.64,0.0968,105.01,1357.42,0
64,69.26,1.7911,51.17,1757.98,0
25,76.77,0.4776,100.96,1742.35,0
24,64.6,0.0898,112.26,1733.67,0
12,76.67,0.0104,99.82,1668.05,0
18,110.57,0.7645,122.71,1097.68,0
15,79.5,0.0415,98.01,1740.62,0
80,78.95,0.076,107.94,1296.67,0
27,64.23,0.4276,79.95,1634.37,0
72,100.64,0.4625,111.72,1224.59,0
60,104.09,0.5806,115.74,1445.86,0
46,87.79,0.25,85.73,1479.69,0
89,84.81,0.7434,71.41,1603.65,0
17,71.48,1.8318,90.98,1248.2,0
93,80.87,0.1581,80.04,1698.47,0
53,62.47,0.6071,111.98,1106.06,0
8,58.11,1.3188,90.22,2010.16,0
79,52.69,0.5796,114.37,1274.51,0
27,81.16,0.5715,68.72,912.74,0
46,54.32,0.1267,83.43,1478.37,0
50,67.51,0.383,84.72,1376.44,0
71,74.08,0.4134,105.51,1224.59,0
3,89.93,0.6022,58.47,1903.72,0
93,66.33,2.8757,94.51,1726.47,0
64,91.7,0.0171,92.71,1638.62,0
44,89.09,0.0337,107.23,1213.38,0
53,58.93,0.0406,101.01,1341.0,0
24,91.84,0.6793,80.91,1316.69,0
60,70.75,0.0733,54.83,951.93,0
3,67.52,0.487,84.59,1581.42,0
20,70.81,0.1963,74.66,1603.35,0
46,74.95,0.3056,75.83,1536.64,0
15,68.77,0.1215,85.3,1568.25,0
25,62.4,1.0054,116.35,1160.16,0
94,63.73,0.4411,74.62,1231.66,0
78,77.08,1.4463,62.9,1405.07,0
71,72.59,0.4274,88.41,1915.32,0
17,82.91,0.0661,94.43,1848.77,0
84,75.79,0.0937,93.1,1655.1,0
100,76.16,2.2583,86.81,2104.46,0
9,83.89,0.6465,95.11,1652.93,0
38,96.28,0.0253,104.31,1690.79,0
48,96.89,0.6083,82.56,1943.93,0
60,95.11,0.2657,120.04,1708.7,1
63,88.06,0.1835,96.34,1994.58,0
86,106.28,0.0837,119.59,1508.55,0
2,81.57,0.916,105.27,1307.9,0
88,79.88,0.033,74.79,1471.38,0
72,108.66,0.1711,60.9,1571.32,0
11,34.11,0.1829,121.3,1228.57,0
64,71.79,0.0877,81.75,1286.29,0
77,93.79,0.3548,98.06,1373.13,0
81,89.7,0.0059,87.95,1170.49,0
72,113.48,0.179,126.85,1323.57,0
21,76.61,1.3563,98.51,1720.47,0
18,68.54,0.1859,72.39,1738.21,0
94,70.02,0.2235,94.72,1079.22,0
64,79.77,0.3204,122.49,1592.71,0
82,99.32,0.4124,82.6,1479.21,0
95,99.51,0.827,68.77,1815.32,0
38,74.16,0.1056,114.6,1419.23,0
32,78.8,1.0269,80.42,1128.14,0
11,65.83,0.7085,66.0,1354.02,0
45,67.39,0.6412,81.1,1140.81,0
89,90.69,0.0454,104.44,823.5,0
33,99.03,0.0109,107.74,1484.01,0
41,64.54,0.4507,106.88,1655.76,0
8,78.64,0.9944,78.43,1556.11,0
11,71.35,0.4391,116.94,1114.52,0
86,87.96,0.1199,113.67,1094.23,1
51,69.17,0.0474,108.65,1565.4,0
88,46.1,0.6013,77.91,2009.48,0
41,90.06,0.6397,86.98,1888.47,0
17,70.45,0.0947,105.63,1411.91,0
76,72.01,0.0143,110.92,1563.46,0
46,81.53,0.2624,79.09,1773.96,0
32,80.29,0.437,134.35,1456.84,0
79,81.84,0.6121,96.61,1096.84,0
80,50.55,0.8302,118.34,654.06,0
54,83.34,0.4715,74.54,1554.54,0
86,46.36,0.0588,103.51,1440.38,0
92,86.54,0.5738,74.07,988.23,0
20,91.78,2.0731,102.42,1071.89,0
33,54.47,1.18,108.65,1421.23,0
74,79.93,1.0266,109.76,1336.07,0
40,90.86,0.1799,84.65,1929.66,1
32,68.26,0.6947,63.02,1925.67,0
97,85.1,0.9523,105.85,1245.04,0
2,33.22,0.5671,91.43,1951.35,0
97,91.47,0.1442,91.42,1985.1,0
33,75.45,1.5378,80.96,1587.88,0
77,71.13,0.2997,98.33,1220.72,0
30,89.76,0.0695,99.31,1535.74,0
33,100.94,0.0581,120.5,862.43,0
77,82.29,0.5214,59.07,1323.66,0
26,99.13,0.2879,72.94,1579.93,0
22,51.7,0.0496,108.6,1615.65,0
66,84.99,0.6742,55.37,1366.58,0
38,73.02,0.803,84.94,1521.04,0
90,63.18,0.6462,146.89,1194.28,0
46,46.07,0.113,93.85,1922.3,0
15,84.18,0.5852,113.39,1934.37,0
98,88.13,0.0054,65.77,1713.15,0
44,95.13,0.182,113.4,1419.69,0
49,92.65,0.2544,91.85,1252.92,0
75,63.42,0.9017,105.19,1753.74,0
61,94.36,0.2475,110.54,1555.37,0
67,95.95,0.0057,89.11,1199.43,0
6,71.1,0.2172,109.13,1817.53,0
9,75.43,0.3455,76.99,1365.75,0
6,60.99,1.488,100.48,1240.88,1
73,97.21,1.4154,109.8,1784.0,1
95,52.32,0.0998,88.61,1263.42,0
32,83.02,0.1024,80.15,1537.71,0
41,66.05,0.0892,90.28,1884.94,0
76,58.38,0.7778,121.2,1854.84,0
8,46.88,0.003,118.14,1602.49,0
72,71.77,0.068,114.62,1148.21,0
50,56.03,0.3861,130.16,1350.78,0
92,75.85,0.1422,100.13,2224.84,0
62,101.54,0.0485,103.52,1784.32,0
84,77.99,0.223,60.14,1430.67,0
62,104.96,0.1602,81.8,1122.16,0
7,60.27,0.3578,110.23,930.0,0
75,55.79,1.9372,117.36,1864.55,0
84,59.59,0.0664,74.14,1870.52,0
80,74.02,0.2332,98.14,1488.55,0
4,115.84,1.344,143.19,1376.7,0
6,50.07,1.0473,98.25,1840.27,1
58,84.29,0.2507,128.9,1056.35,0
22,64.5,0.6002,106.95,2099.48,0
26,71.64,0.046,111.23,1721.34,0
3,56.13,0.6233,81.81,1124.11,0
41,88.19,1.8033,67.82,1735.79,0
60,74.34,0.3855,114.45,1294.97,0
14,91.31,0.3451,106.14,1099.27,0
75,77.63,0.1037,101.21,1734.76,0
82,46.03,0.5023,73.46,1168.62,1
12,91.45,0.4463,92.86,1099.09,0
87,44.8,0.5277,87.67,1645.41,0
12,46.95,0.0132,89.62,1468.92,0
13,61.24,0.3978,104.57,1803.46,0
25,61.44,0.4519,114.12,1409.94,0
45,95.94,0.1163,105.72,1382.98,0
19,72.43,0.1168,103.89,888.99,0
55,93.71,0.1616,102.27,1650.7,0
100,66.48,0.6219,96.5,1494.66,0
45,79.76,0.466,83.39,1856.48,0
8,82.11,0.9346,100.94,1727.97,0
93,85.44,0.1752,114.95,1599.63,0
53,68.03,1.2156,97.69,1280.78,0
55,69.33,0.6807,81.59,1375.4,0
32,70.53,0.2513,76.09,1664.78,0
51,50.21,0.0501,80.92,1484.51,0
44,73.74,0.1485,77.13,1925.46,0
82,69.24,1.5706,157.82,1894.38,0
70,83.7,0.1858,82.45,1424.88,0
18,76.37,0.2002,99.23,1527.99,0
83,95.05,0.1051,98.26,1261.68,0
22,76.05,0.8221,128.27,1469.34,0
37,66.57,0.1612,108.59,1784.97,0
96,75.87,0.2004,108.49,1336.83,1
56,85.86,0.2675,103.49,1389.92,0
59,48.4,0.2843,105.5,1149.43,0
3,64.27,0.265,106.45,1330.98,0
28,64.59,0.3503,87.45,1684.08,0
74,81.16,0.8424,81.65,1427.79,0
35,82.91,0.8554,101.17,1154.55,1
61,76.52,0.8005,89.26,1563.63,0
93,37.82,0.0533,103.69,1484.59,0
54,50.22,0.8039,78.41,1836.2,0
63,71.42,0.0641,70.52,1459.25,0
79,67.48,0.0666,74.41,1201.49,0
97,75.08,1.4769,98.52,1789.0,0
7,67.96,0.8557,67.69,1209.14,0
76,97.97,0.4019,138.99,1109.58,0
49,40.59,1.0396,139.04,1188.0,0
94,79.54,2.2718,117.71,1316.77,0
85,87.42,0.4716,92.61,932.89,0
31,85.52,0.4745,90.33,982.01,0
58,86.81,0.7021,105.93,1734.25,0
61,88.97,0.1321,111.93,1448.66,1
24,65.94,0.0914,105.93,1450.46,0
20,58.48,0.7127,73.79,1483.1,0
37,44.48,0.2115,96.2,1669.25,0
4,69.56,0.0726,110.67,1254.29,0
92,63.34,0.1891,52.77,1668.12,0
20,92.42,0.2221,77.89,1533.81,0
60,70.69,1.6795,110.52,1212.69,0
24,59.54,0.5986,93.76,1682.7,0
50,57.17,0.3784,93.78,1517.18,0
49,104.83,1.7348,122.17,1186.03,0
51,74.67,1.1672,98.92,1208.8,0
96,63.28,0.3587,90.53,1643.93,0
36,76.86,1.1805,93.83,1804.34,0
98,103.45,0.259,94.49,1584.79,0
100,69.15,0.131,83.31,1766.81,0
66,85.31,0.1324,95.55,1869.8,1
79,92.8,0.5428,77.2,1432.44,0
34,46.63,0.3476,93.33,1549.37,0
36,65.42,0.5379,89.68,1700.79,0
6,90.92,0.5793,104.63,1155.82,0
39,64.51,0.0113,130.29,1810.27,0
42,81.22,0.0278,105.19,1909.0,0
58,63.62,0.3804,102.06,1278.55,0
12,68.32,0.106,104.68,2360.92,0
3,66.49,0.5006,82.74,1738.36,0
18,84.55,0.4017,114.04,1454.21,0
40,78.02,0.4407,108.13,876.83,0
21,76.48,0.1801,99.1,1472.47,0
15,112.61,0.5106,107.1,1626.59,0
97,101.1,0.8845,106.55,1592.29,0
99,45.28,3.1254,106.59,1106.81,0
26,68.35,0.9115,119.89,1301.58,0
8,111.4,0.4077,84.84,1704.05,0
100,66.38,0.1075,126.22,1677.79,0
94,106.32,0.572,67.95,1782.66,0
87,68.61,1.3875,113.24,1535.62,0
42,71.49,0.119,103.36,1490.48,0
44,87.95,0.1479,80.74,1653.45,0
14,73.65,0.0807,120.58,1528.32,0
78,82.42,0.6673,63.73,1040.99,0
2,98.62,0.2609,132.5,1956.13,1
37,86.38,0.0324,145.14,1776.52,0
69,77.12,1.0395,96.74,1626.92,0
38,100.1,0.4079,79.45,1089.55,0
41,88.15,0.2011,88.45,1751.31,0
62,64.0,0.2108,119.5,1368.39,0
60,104.7,0.1714,93.55,1749.04,1
14,84.64,0.3039,50.0,1663.92,0
89,71.79,0.2055,107.67,1398.04,0
84,44.69,0.397,117.88,1815.59,0
2,54.34,0.7425,110.29,1142.44,0
70,100.5,0.5611,113.47,1516.86,0
17,101.09,0.1744,132.09,1997.61,0
89,76.28,0.3762,95.77,1646.0,0
28,48.45,0.9167,134.37,1774.04,0
66,58.7,0.0353,96.91,1523.8,0
35,50.64,0.0408,122.53,1493.57,0
5,50.1,0.4062,97.15,1133.83,0
65,105.4,0.5096,140.77,1453.24,0
40,105.9,0.1188,112.96,1702.12,0
76,58.19,0.6837,98.08,1171.8,0
56,74.87,0.5196,76.01,1211.11,0
36,55.73,1.2839,104.12,1625.78,0
45,74.77,0.0925,83.61,1748.01,0
23,99.59,0.6959,108.82,2104.53,0
47,91.18,0.0437,113.18,1417.74,0
31,87.13,0.4165,120.81,1425.88,0
11,72.09,0.4014,110.75,1749.48,0
10,93.93,0.2458,101.6,1671.18,0
67,84.7,0.9308,126.49,1422.52,0
14,81.06,0.0022,128.81,1491.5,0
80,73.27,0.3672,78.95,1311.52,0
74,79.78,0.1224,135.24,1153.18,0
93,79.32,0.6803,124.58,1459.46,0
10,66.88,0.022,82.94,1956.79,1
76,63.38,0.8906,62.42,1284.43,0
94,60.05,0.9104,124.09,1069.5,0
1,61.01,0.8945,104.12,1198.89,0
5,72.18,0.0828,90.89,1659.48,0
20,69.71,0.4977,106.28,1628.64,0
8,65.69,0.0072,123.73,1881.22,1
43,64.58,0.9418,59.37,1818.47,0
76,79.38,0.6418,102.52,1589.27,0
1,95.66,0.3787,101.15,1695.17,1
57,74.84,0.6558,129.93,1275.18,0
64,73.86,0.0495,116.57,1706.78,0
84,60.98,0.3761,116.38,1467.35,0
28,71.65,0.1721,91.12,1755.22,0
37,92.86,1.799,113.39,1625.61,0
47,90.56,0.9729,90.3,1357.99,0
76,89.52,0.6608,97.83,1169.87,0
37,89.04,1.3571,111.48,1349.92,0
49,81.55,0.213,101.71,1555.39,0
44,81.02,1.1557,106.32,1255.18,0
56,78.67,0.1967,126.26,1454.14,0
28,68.75,0.6599,92.7,1826.3,0
79,76.26,0.6667,79.25,1852.47,0
6,78.23,0.0093,81.86,1643.45,0
61,84.5,0.224,77.51,1908.98,0
20,76.5,0.0098,132.15,1120.39,0
78,106.58,2.9201,113.08,1889.26,0
2,56.85,0.0652,121.41,1092.05,0
73,86.32,0.3913,117.83,1503.01,0
37,74.38,0.7817,96.03,1256.14,1
20,75.03,0.1124,132.6,1721.67,0
26,62.81,0.3318,86.18,1030.23,0
29,90.29,0.4675,140.25,970.54,0
1,84.79,0.0873,102.47,1303.66,0
35,87.5,0.7538,135.77,1282.44,0
70,77.54,0.1779,79.02,1328.72,0
59,70.13,0.1185,91.37,1297.51,0
69,74.0,0.4085,67.94,1706.19,0
33,81.5,0.2641,120.84,1474.58,0
51,44.92,1.2647,105.06,1964.73,0
78,88.09,1.0604,140.33,1569.26,0
12,111.39,0.3302,90.32,1764.68,0
20,82.21,0.2226,126.74,1673.95,0
53,70.79,0.1969,101.6,1230.52,0
88,72.58,0.1557,98.12,1343.76,0
43,85.61,0.3932,94.21,1798.24,0
98,71.13,0.8173,83.1,967.16,0
89,88.03,0.1861,107.48,1646.0,0
50,72.39,0.1054,104.23,1446.52,0
29,100.71,0.3226,68.55,1276.53,0
57,100.3,0.0358,50.0,1420.11,0
39,70.05,0.6041,93.74,1986.11,0
95,73.78,0.3653,123.24,982.87,0
56,74.66,0.343,104.44,1134.39,0
43,74.87,0.1787,73.95,918.59,0
50,60.79,1.1752,64.52,1368.59,0
23,58.69,0.0474,123.1,1312.62,0
44,93.75,1.0194,66.94,1548.17,0
38,91.35,0.2364,115.19,1356.16,0
84,91.09,1.0627,111.38,1635.29,0
23,73.96,0.6524,132.69,1263.68,0
45,103.38,0.055,87.42,2129.23,0
52,74.66,0.8905,118.79,1684.49,0
80,87.94,0.5731,128.0,1654.71,1
50,54.17,0.0164,73.26,1687.95,0
8,71.55,0.0718,102.66,1186.21,0
85,72.66,0.5048,99.19,1425.98,0
1,74.02,0.5432,78.72,1438.95,0
8,55.12,0.6865,105.29,1358.4,0
29,85.56,0.6369,76.62,1395.87,0
96,90.43,0.5387,107.64,1748.78,0
5,63.84,0.7267,143.48,1482.39,0
86,57.79,0.4279,95.92,1589.87,1
47,63.47,0.1511,98.1,993.33,0
